[ 2024-02-02 21:37:58,556] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-02-02 21:37:59,978] 25 root - INFO - Entered the data ingestion method or component
[ 2024-02-02 21:37:59,988] 28 root - INFO - Data is read 
[ 2024-02-02 21:37:59,993] 33 root - INFO - Train test split intiated
[ 2024-02-02 21:38:00,002] 38 root - INFO - Ingestion of the data is completed
[ 2024-02-02 21:38:00,006] 65 root - INFO - Read train and test data completed
[ 2024-02-02 21:38:00,006] 66 root - INFO - Obtaining preprocessing object
[ 2024-02-02 21:38:00,006] 37 root - INFO - numerical columns encoding completed
[ 2024-02-02 21:38:00,006] 47 root - INFO - categorical columns encoding completed
[ 2024-02-02 21:38:00,009] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-02-02 21:38:00,028] 91 root - INFO - Saved preprocessing object.
[ 2024-02-02 21:38:00,032] 31 root - INFO - Spliting training and test input data
