[ 2024-01-27 20:08:10,361] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-27 20:08:11,860] 25 root - INFO - Entered the data ingestion method or component
[ 2024-01-27 20:08:11,869] 28 root - INFO - Data is read 
[ 2024-01-27 20:08:11,874] 33 root - INFO - Train test split intiated
[ 2024-01-27 20:08:11,882] 38 root - INFO - Ingestion of the data is completed
[ 2024-01-27 20:08:11,886] 65 root - INFO - Read train and test data completed
[ 2024-01-27 20:08:11,886] 66 root - INFO - Obtaining preprocessing object
[ 2024-01-27 20:08:11,886] 37 root - INFO - numerical columns encoding completed
[ 2024-01-27 20:08:11,886] 47 root - INFO - categorical columns encoding completed
[ 2024-01-27 20:08:11,888] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-01-27 20:08:11,905] 91 root - INFO - Saved preprocessing object.
[ 2024-01-27 20:08:11,909] 33 root - INFO - Spliting training and test input data
