[ 2024-01-25 00:31:37,500] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-25 00:31:38,787] 23 root - INFO - Entered the data ingestion method or component
[ 2024-01-25 00:31:38,794] 26 root - INFO - Data is read 
[ 2024-01-25 00:31:38,800] 31 root - INFO - Train test split intiated
[ 2024-01-25 00:31:38,808] 36 root - INFO - Ingestion of the data is completed
[ 2024-01-25 00:31:38,811] 65 root - INFO - Read train and test data completed
[ 2024-01-25 00:31:38,811] 66 root - INFO - Obtaining preprocessing object
[ 2024-01-25 00:31:38,811] 37 root - INFO - numerical columns encoding completed
[ 2024-01-25 00:31:38,811] 47 root - INFO - categorical columns encoding completed
[ 2024-01-25 00:31:38,814] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-01-25 00:31:38,830] 91 root - INFO - Saved preprocessing object.
