[ 2024-01-30 16:30:20,742] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-30 16:30:22,147] 25 root - INFO - Entered the data ingestion method or component
[ 2024-01-30 16:30:22,155] 28 root - INFO - Data is read 
[ 2024-01-30 16:30:22,161] 33 root - INFO - Train test split intiated
[ 2024-01-30 16:30:22,168] 38 root - INFO - Ingestion of the data is completed
[ 2024-01-30 16:30:22,172] 65 root - INFO - Read train and test data completed
[ 2024-01-30 16:30:22,172] 66 root - INFO - Obtaining preprocessing object
[ 2024-01-30 16:30:22,172] 37 root - INFO - numerical columns encoding completed
[ 2024-01-30 16:30:22,172] 47 root - INFO - categorical columns encoding completed
[ 2024-01-30 16:30:22,174] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-01-30 16:30:22,191] 91 root - INFO - Saved preprocessing object.
[ 2024-01-30 16:30:22,194] 31 root - INFO - Spliting training and test input data
[ 2024-01-30 16:30:25,004] 60 root - INFO - Best model found on both training and testing dataset
