[ 2024-01-28 14:34:23,146] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-28 14:34:24,777] 25 root - INFO - Entered the data ingestion method or component
[ 2024-01-28 14:34:24,785] 28 root - INFO - Data is read 
[ 2024-01-28 14:34:24,791] 33 root - INFO - Train test split intiated
[ 2024-01-28 14:34:24,798] 38 root - INFO - Ingestion of the data is completed
[ 2024-01-28 14:34:24,802] 65 root - INFO - Read train and test data completed
[ 2024-01-28 14:34:24,802] 66 root - INFO - Obtaining preprocessing object
[ 2024-01-28 14:34:24,802] 37 root - INFO - numerical columns encoding completed
[ 2024-01-28 14:34:24,802] 47 root - INFO - categorical columns encoding completed
[ 2024-01-28 14:34:24,804] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-01-28 14:34:24,820] 91 root - INFO - Saved preprocessing object.
[ 2024-01-28 14:34:24,824] 33 root - INFO - Spliting training and test input data
[ 2024-01-28 14:34:25,244] 59 root - INFO - Best model found on both training and testing dataset
