[ 2024-02-02 21:36:56,158] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-02-02 21:36:57,710] 25 root - INFO - Entered the data ingestion method or component
[ 2024-02-02 21:36:57,718] 28 root - INFO - Data is read 
[ 2024-02-02 21:36:57,724] 33 root - INFO - Train test split intiated
[ 2024-02-02 21:36:57,732] 38 root - INFO - Ingestion of the data is completed
[ 2024-02-02 21:36:57,735] 65 root - INFO - Read train and test data completed
[ 2024-02-02 21:36:57,735] 66 root - INFO - Obtaining preprocessing object
[ 2024-02-02 21:36:57,736] 37 root - INFO - numerical columns encoding completed
[ 2024-02-02 21:36:57,736] 47 root - INFO - categorical columns encoding completed
[ 2024-02-02 21:36:57,738] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-02-02 21:36:57,755] 91 root - INFO - Saved preprocessing object.
[ 2024-02-02 21:36:57,759] 31 root - INFO - Spliting training and test input data
