[ 2024-01-24 22:50:02,402] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-01-24 22:50:03,495] 23 root - INFO - Entered the data ingestion method or component
[ 2024-01-24 22:50:03,501] 26 root - INFO - Data is read 
[ 2024-01-24 22:50:03,506] 31 root - INFO - Train test split intiated
[ 2024-01-24 22:50:03,512] 36 root - INFO - Ingestion of the data is completed
[ 2024-01-24 22:50:03,516] 64 root - INFO - Read train and test data completed
[ 2024-01-24 22:50:03,516] 65 root - INFO - Obtaining preprocessing object
[ 2024-01-24 22:50:03,516] 36 root - INFO - numerical columns encoding completed
[ 2024-01-24 22:50:03,516] 46 root - INFO - categorical columns encoding completed
