[ 2024-02-02 21:33:45,733] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-02-02 21:33:47,187] 25 root - INFO - Entered the data ingestion method or component
[ 2024-02-02 21:33:47,193] 28 root - INFO - Data is read 
[ 2024-02-02 21:33:47,199] 33 root - INFO - Train test split intiated
[ 2024-02-02 21:33:47,207] 38 root - INFO - Ingestion of the data is completed
[ 2024-02-02 21:33:47,210] 65 root - INFO - Read train and test data completed
[ 2024-02-02 21:33:47,210] 66 root - INFO - Obtaining preprocessing object
[ 2024-02-02 21:33:47,210] 37 root - INFO - numerical columns encoding completed
[ 2024-02-02 21:33:47,210] 47 root - INFO - categorical columns encoding completed
[ 2024-02-02 21:33:47,212] 79 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2024-02-02 21:33:47,228] 91 root - INFO - Saved preprocessing object.
[ 2024-02-02 21:33:47,232] 31 root - INFO - Spliting training and test input data
